MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN
8,12,6,28.41,93.57
8,12,7,28.8,291.31
8,12,8,29.41,470.49
8,12,9,30.14,666.85
8,12,10,30.74,731.95
8,12,11,31.19,857.94
8,12,12,31.49,896.5
8,12,13,31.17,809.73
8,12,14,30.51,665.92
8,12,15,29.98,547.03
8,12,16,29.58,338.56
8,12,17,29.19,122.17
8,12,18,28.87,0
8,12,19,28.77,0
8,12,20,28.77,0
8,12,21,28.65,0
8,12,22,28.51,0
8,12,23,28.24,0
8,13,0,27.98,0
8,13,1,27.96,0
8,13,2,27.91,0
8,13,3,27.88,0
8,13,4,27.94,0
8,13,5,28.01,0
8,13,6,28.05,95.89
8,13,7,28.48,318.52
8,13,8,29.21,549.3
8,13,9,29.91,735.79
8,13,10,30.39,874.26
8,13,11,30.64,926.15
8,13,12,30.78,915.18
8,13,13,30.77,811.83
8,13,14,30.58,570.91
8,13,15,30.14,345.43
8,13,16,29.46,211.37
8,13,17,28.98,51.32
8,13,18,28.68,0
8,13,19,28.57,0
8,13,20,28.55,0
8,13,21,28.55,0
8,13,22,28.39,0
8,13,23,28.19,0
8,14,0,28.06,0
8,14,1,27.94,0
8,14,2,27.83,0
8,14,3,27.73,0
8,14,4,27.73,0
8,14,5,27.78,0
8,14,6,27.87,85.86
8,14,7,28.07,300.96
8,14,8,28.34,529.81
8,14,9,28.64,713.55
8,14,10,29.34,802.96
8,14,11,30.07,898.75
8,14,12,30.52,903.98
8,14,13,30.61,730.79
8,14,14,30.3,583.39
8,14,15,29.87,309.33
8,14,16,29.25,184.48
8,14,17,28.66,27.27
8,14,18,28.27,0
8,14,19,28.18,0
8,14,20,28.12,0
8,14,21,28.08,0
8,14,22,28.04,0
8,14,23,27.99,0
8,15,0,27.98,0
8,15,1,27.98,0
8,15,2,27.9,0
8,15,3,27.66,0
8,15,4,27.44,0
8,15,5,27.3,0
8,15,6,27.4,67.8
8,15,7,27.79,218.04
8,15,8,28.34,407.35
8,15,9,28.98,538.54
8,15,10,29.61,604.7
8,15,11,30.19,700.12
8,15,12,30.69,791.84
8,15,13,30.65,746.98
8,15,14,30.26,587.21
8,15,15,29.62,422.13
8,15,16,28.91,243.7
8,15,17,28.32,66.45
8,15,18,27.97,0
8,15,19,27.94,0
8,15,20,27.96,0
8,15,21,27.95,0
8,15,22,27.94,0
8,15,23,27.88,0
8,16,0,27.82,0
8,16,1,27.73,0
8,16,2,27.66,0
8,16,3,27.58,0
8,16,4,27.51,0
8,16,5,27.36,0
8,16,6,27.19,69.98
8,16,7,27.19,225.77
8,16,8,27.4,428.03
8,16,9,27.73,515.75
8,16,10,28.4,727.38
8,16,11,29.03,773.4
8,16,12,29.43,813.41
8,16,13,29.55,752.43
8,16,14,29.48,622.02
8,16,15,29.27,456.41
8,16,16,28.94,244.77
8,16,17,28.51,79.64
8,16,18,28.14,0
8,16,19,28.12,0
8,16,20,28.08,0
8,16,21,28.04,0
8,16,22,27.92,0
8,16,23,27.78,0
8,17,0,27.69,0
8,17,1,27.59,0
8,17,2,27.5,0
8,17,3,27.45,0
8,17,4,27.4,0
8,17,5,27.4,0
8,17,6,27.62,68.48
8,17,7,27.87,222.16
8,17,8,28.14,427.46
8,17,9,28.4,666.18
8,17,10,28.83,819.71
8,17,11,29.37,910.18
8,17,12,29.94,731.13
8,17,13,30.31,711.27
8,17,14,30.12,500.58
8,17,15,29.58,304.03
8,17,16,28.98,149.94
8,17,17,28.39,52.23
8,17,18,27.94,0
8,17,19,27.88,0
8,17,20,27.83,0
8,17,21,27.79,0
8,17,22,27.71,0
8,17,23,27.62,0
8,18,0,27.54,0
8,18,1,27.44,0
8,18,2,27.37,0
8,18,3,27.33,0
8,18,4,27.26,0
8,18,5,27.1,0
8,18,6,27.42,62.13
8,18,7,28.02,235.56
8,18,8,28.9,423.55
8,18,9,29.7,594.2
8,18,10,30.36,738.38
8,18,11,30.8,803.09
8,18,12,31.04,841.6
8,18,13,31.04,813.77
8,18,14,30.76,639.86
8,18,15,30.12,500.56
8,18,16,29.31,283.09
8,18,17,28.58,81.27
8,18,18,28.19,0
8,18,19,28.08,0
8,18,20,28.02,0
8,18,21,27.98,0
8,18,22,27.98,0
8,18,23,27.95,0
8,19,0,27.88,0
8,19,1,27.82,0
8,19,2,27.76,0
8,19,3,27.69,0
8,19,4,27.65,0
8,19,5,27.61,0
8,19,6,27.8,81.12
8,19,7,28.44,273.13
8,19,8,29.26,465.11
8,19,9,30.09,622.06
8,19,10,31,729.29
8,19,11,31.71,725.42
8,19,12,32.1,682.8
8,19,13,32,666.7
8,19,14,31.51,504.74
8,19,15,30.77,356.66
8,19,16,30.08,191.46
8,19,17,29.07,64.18
8,19,18,28.48,0
8,19,19,28.4,0
8,19,20,28.44,0
8,19,21,28.51,0
8,19,22,28.46,0
8,19,23,28.33,0
8,20,0,28.19,0
8,20,1,28.08,0
8,20,2,27.98,0
8,20,3,27.89,0
8,20,4,27.83,0
8,20,5,27.75,0
8,20,6,27.93,63.82
8,20,7,28.6,195.72
8,20,8,29.49,377.27
8,20,9,30.44,557.43
8,20,10,31.37,626.05
8,20,11,32.04,669.82
8,20,12,32.33,627.52
8,20,13,32.18,532.06
8,20,14,31.68,394.7
8,20,15,30.65,128.94
8,20,16,29.62,58.37
8,20,17,28.87,21.69
8,20,18,28.48,0
8,20,19,28.34,0
8,20,20,28.33,0
8,20,21,28.3,0
8,20,22,28.18,0
8,20,23,28.03,0
8,21,0,27.92,0
8,21,1,27.87,0
8,21,2,27.84,0
8,21,3,27.83,0
8,21,4,27.79,0
8,21,5,27.74,0
8,21,6,28,51.16
8,21,7,28.76,187.48
8,21,8,30.16,351.31
8,21,9,30.64,483.61
8,21,10,30.16,606.91
8,21,11,30.16,673.73
8,21,12,30.06,666.4
8,21,13,29.79,527.07
8,21,14,29.45,197.29
8,21,15,29.04,59.62
8,21,16,28.62,33.38
8,21,17,28.12,13.05
8,21,18,27.64,0
8,21,19,27.58,0
8,21,20,27.75,0
8,21,21,27.74,0
8,21,22,27.36,0
8,21,23,27.19,0
8,22,0,27.12,0
8,22,1,27.01,0
8,22,2,26.92,0
8,22,3,26.91,0
8,22,4,26.9,0
8,22,5,26.96,0
8,22,6,27.28,30.72
8,22,7,27.63,117.95
8,22,8,27.9,227.1
8,22,9,28.26,279.59
8,22,10,28.51,545.9
8,22,11,28.76,651.56
8,22,12,28.9,700.88
8,22,13,28.91,558.78
8,22,14,28.83,457.15
8,22,15,28.59,239.31
8,22,16,28.27,110.45
8,22,17,27.91,23.25
8,22,18,27.53,0
8,22,19,27.4,0
8,22,20,27.33,0
8,22,21,27.23,0
8,22,22,27.06,0
8,22,23,26.9,0
8,23,0,26.76,0
8,23,1,26.64,0
8,23,2,26.55,0
8,23,3,26.48,0
8,23,4,26.45,0
8,23,5,26.42,0
8,23,6,26.62,54.26
8,23,7,27.19,186.48
8,23,8,28,346.06
8,23,9,29.08,591.31
8,23,10,30.06,753.49
8,23,11,30.97,846.45
8,23,12,31.62,823.66
8,23,13,31.88,775.46
8,23,14,31.73,616.97
8,23,15,31.22,478.99
8,23,16,30.44,266.09
8,23,17,29.32,78.28
8,23,18,28.24,0
8,23,19,27.92,0
8,23,20,27.8,0
8,23,21,27.8,0
8,23,22,27.63,0
8,23,23,27.39,0
8,24,0,27.21,0
8,24,1,27.08,0
8,24,2,27,0
8,24,3,26.87,0
8,24,4,26.8,0
8,24,5,26.8,0
8,24,6,27.21,58.73
8,24,7,28.2,195.29
8,24,8,30.05,360.93
8,24,9,29.94,642.91
8,24,10,29.05,780.99
8,24,11,28.29,761.59
8,24,12,27.69,657.76
8,24,13,27.1,663.55
8,24,14,26.7,625.8
8,24,15,26.48,517.03
8,24,16,26.31,299.94
8,24,17,26.26,82.52
8,24,18,26.15,0
8,24,19,26.26,0
8,24,20,26.41,0
8,24,21,26.55,0
8,24,22,26.58,0
8,24,23,26.51,0
8,25,0,26.47,0
8,25,1,26.5,0
8,25,2,26.56,0
8,25,3,26.62,0
8,25,4,26.67,0
8,25,5,26.72,0
8,25,6,27.15,91.14
8,25,7,27.82,291.48
8,25,8,28.62,485.14
8,25,9,29.26,602.43
8,25,10,29.93,835.31
8,25,11,30.58,886.62
8,25,12,30.73,897.98
8,25,13,30.68,728.02
8,25,14,30.4,578.92
8,25,15,29.88,340.41
8,25,16,29.15,173.7
8,25,17,28.51,48.86
8,25,18,28.06,0
8,25,19,27.99,0
8,25,20,27.99,0
8,25,21,28.02,0
8,25,22,27.95,0
8,25,23,27.87,0
8,26,0,27.76,0
8,26,1,27.66,0
8,26,2,27.63,0
8,26,3,27.57,0
8,26,4,27.55,0
8,26,5,27.53,0
8,26,6,27.87,89.71
8,26,7,28.75,309.16
8,26,8,30.16,552.3
8,26,9,30.64,699.53
8,26,10,30.83,810.76
8,26,11,31.1,883.96
8,26,12,31.3,896.46
8,26,13,31.09,791.32
8,26,14,30.65,493.88
8,26,15,29.97,348.62
8,26,16,29.19,176.27
8,26,17,28.5,30.66
8,26,18,28.12,0
8,26,19,28.02,0
8,26,20,27.98,0
8,26,21,27.9,0
8,26,22,27.75,0
8,26,23,27.59,0
8,27,0,27.56,0
8,27,1,27.55,0
8,27,2,27.55,0
8,27,3,27.63,0
8,27,4,27.92,0
8,27,5,27.73,0
8,27,6,27.81,89.98
8,27,7,27.87,324.93
8,27,8,28.24,549.59
8,27,9,29.16,714.22
8,27,10,30.27,899.05
8,27,11,31.25,937.47
8,27,12,32.04,883.71
8,27,13,32.56,884.22
8,27,14,32.76,702.62
8,27,15,32.13,516.99
8,27,16,31.37,283.22
8,27,17,30.21,81.18
8,27,18,28.84,0
8,27,19,28.65,0
8,27,20,28.62,0
8,27,21,28.59,0
8,27,22,28.55,0
8,27,23,28.47,0
8,28,0,28.45,0
8,28,1,28.46,0
8,28,2,28.49,0
8,28,3,28.5,0
8,28,4,28.44,0
8,28,5,28.32,0
8,28,6,28.62,97.15
8,28,7,29.34,322.61
8,28,8,30.35,548.91
8,28,9,31.05,709.31
8,28,10,31.78,813.21
8,28,11,32.32,880
8,28,12,32.77,870.84
8,28,13,32.65,785.94
8,28,14,32.13,674.57
8,28,15,31.38,426.31
8,28,16,30.55,232
8,28,17,29.85,65.73
8,28,18,29.31,0
8,28,19,29.12,0
8,28,20,28.99,0
8,28,21,28.68,0
8,28,22,27.81,0
8,28,23,27.1,0
8,29,0,26.64,0
8,29,1,26.48,0
8,29,2,26.59,0
8,29,3,26.91,0
8,29,4,27.19,0
8,29,5,27.23,0
8,29,6,27.76,75.84
8,29,7,28.69,260.84
8,29,8,29.87,468.04
8,29,9,30.82,630.68
8,29,10,31.69,809.91
8,29,11,32.38,922.67
8,29,12,32.91,930.8
8,29,13,32.62,818.8
8,29,14,31.9,731.02
8,29,15,31.11,533.23
8,29,16,30.23,299.59
8,29,17,29.51,79.43
8,29,18,29.03,0
8,29,19,28.95,0
8,29,20,28.96,0
8,29,21,29.05,0
8,29,22,29.14,0
8,29,23,29.19,0
8,30,0,29.18,0
8,30,1,29.02,0
8,30,2,28.78,0
8,30,3,28.67,0
8,30,4,28.53,0
8,30,5,28.4,0
8,30,6,28.73,93.55
8,30,7,29.44,316.54
8,30,8,30.51,540.18
8,30,9,31.47,686.45
8,30,10,32.3,793.51
8,30,11,33.12,861.63
8,30,12,33.38,838.91
8,30,13,32.87,825.91
8,30,14,32.19,714.34
8,30,15,31.39,510.46
8,30,16,30.58,266.26
8,30,17,29.94,67.82
8,30,18,29.57,0
8,30,19,29.51,0
8,30,20,29.49,0
8,30,21,29.49,0
8,30,22,29.44,0
8,30,23,29.37,0
8,31,0,29.29,0
8,31,1,29.12,0
8,31,2,28.9,0
8,31,3,28.61,0
8,31,4,28.33,0
8,31,5,28.19,0
8,31,6,28.36,70.09
8,31,7,29.12,258.62
8,31,8,30.25,475.94
8,31,9,31.3,679.66
8,31,10,32.22,851.96
8,31,11,32.91,930.69
8,31,12,33.05,924.67
8,31,13,32.64,819.38
8,31,14,32.08,722.98
8,31,15,31.21,508.14
8,31,16,30.34,247.4
8,31,17,29.77,68.27
8,31,18,29.43,0
8,31,19,29.32,0
8,31,20,29.26,0
8,31,21,29.23,0
8,31,22,29.19,0
8,31,23,29.12,0
9,1,0,29.04,0
9,1,1,28.97,0
9,1,2,28.89,0
9,1,3,28.78,0
9,1,4,28.6,0
9,1,5,28.47,0
9,1,6,28.71,95.8
9,1,7,29.27,315.57
9,1,8,30.01,558.9
9,1,9,30.8,755.27
9,1,10,31.46,890.71
9,1,11,31.91,945.14
9,1,12,32.16,892.54
9,1,13,32.12,860.37
9,1,14,31.72,688.44
9,1,15,31.09,446.84
9,1,16,30.34,240.85
9,1,17,29.71,59.69
9,1,18,29.3,0
9,1,19,29.19,0
9,1,20,29.12,0
9,1,21,29.02,0
9,1,22,28.95,0
9,1,23,28.87,0
9,2,0,28.78,0
9,2,1,28.67,0
9,2,2,28.56,0
9,2,3,28.47,0
9,2,4,28.4,0
9,2,5,28.33,0
9,2,6,28.56,93.15
9,2,7,29.01,289.34
9,2,8,29.63,489.03
9,2,9,30.23,634.27
9,2,10,30.66,708.12
9,2,11,30.94,888.72
9,2,12,31.23,766.77
9,2,13,31.13,392.35
9,2,14,30.72,79.09
9,2,15,30.24,31.55
9,2,16,29.71,22.96
9,2,17,29.12,18.86
9,2,18,28.7,0
9,2,19,28.56,0
9,2,20,28.46,0
9,2,21,28.43,0
9,2,22,28.38,0
9,2,23,28.32,0
9,3,0,28.25,0
9,3,1,28.19,0
9,3,2,28.12,0
9,3,3,28.05,0
9,3,4,28.05,0
9,3,5,27.96,0
9,3,6,28.28,68.6
9,3,7,29.25,238.12
9,3,8,30.44,433.13
9,3,9,30.93,582.68
9,3,10,30.51,600.83
9,3,11,30.36,665.6
9,3,12,30.12,745.17
9,3,13,29.9,711.57
9,3,14,29.65,555.72
9,3,15,29.43,385.39
9,3,16,29.57,208.41
9,3,17,29.38,49.8
9,3,18,28.8,0
9,3,19,28.94,0
9,3,20,28.98,0
9,3,21,29,0
9,3,22,28.94,0
9,3,23,28.73,0
9,4,0,28.48,0
9,4,1,28.24,0
9,4,2,28.06,0
9,4,3,27.9,0
9,4,4,27.82,0
9,4,5,27.55,0
9,4,6,27.65,25.08
9,4,7,27.97,125.98
9,4,8,28.44,299.23
9,4,9,29.07,678.54
9,4,10,29.49,785.87
9,4,11,29.87,899.98
9,4,12,30.3,879.1
9,4,13,30.48,789.55
9,4,14,30.42,656.71
9,4,15,30.08,436.7
9,4,16,29.64,240.51
9,4,17,29.09,60.5
9,4,18,28.57,0
9,4,19,28.4,0
9,4,20,28.35,0
9,4,21,28.23,0
9,4,22,28.13,0
9,4,23,28.11,0
9,5,0,28.06,0
9,5,1,28.08,0
9,5,2,28.13,0
9,5,3,28.19,0
9,5,4,28.25,0
9,5,5,28.26,0
9,5,6,28.57,92.34
9,5,7,29.4,317.58
9,5,8,30.23,550.54
9,5,9,30.71,742.38
9,5,10,31.18,859.66
9,5,11,31.51,922.43
9,5,12,31.74,912.85
9,5,13,31.94,793.27
9,5,14,31.73,706.57
9,5,15,31.11,524.7
9,5,16,30.41,288.19
9,5,17,29.58,65.51
9,5,18,29.09,0
9,5,19,29.08,0
9,5,20,29.08,0
9,5,21,29.08,0
9,5,22,29.05,0
9,5,23,28.94,0
9,6,0,28.81,0
9,6,1,28.66,0
9,6,2,28.47,0
9,6,3,28.3,0
9,6,4,28.2,0
9,6,5,28.18,0
9,6,6,28.46,105.14
9,6,7,28.99,327.94
9,6,8,29.71,576.76
9,6,9,30.64,781.91
9,6,10,31.27,900.56
9,6,11,31.67,942.5
9,6,12,32.01,916.31
9,6,13,32.22,884.74
9,6,14,31.68,723.52
9,6,15,30.79,481.93
9,6,16,29.92,264.58
9,6,17,29.23,65.41
9,6,18,28.87,0
9,6,19,28.8,0
9,6,20,28.8,0
9,6,21,28.8,0
9,6,22,28.74,0
9,6,23,28.67,0
9,7,0,28.61,0
9,7,1,28.57,0
9,7,2,28.55,0
9,7,3,28.54,0
9,7,4,28.49,0
9,7,5,28.29,0
9,7,6,28.44,79.62
9,7,7,28.94,256.55
9,7,8,29.49,473.08
9,7,9,30.05,708.98
9,7,10,30.55,841.56
9,7,11,30.95,938.39
9,7,12,31.15,852.71
9,7,13,31.17,596.62
9,7,14,31.1,351.14
9,7,15,30.83,305.96
9,7,16,30.28,108.84
9,7,17,29.65,31.42
9,7,18,29.12,0
9,7,19,28.66,0
9,7,20,28.51,0
9,7,21,28.54,0
9,7,22,28.56,0
9,7,23,28.48,0
9,8,0,28.41,0
9,8,1,28.4,0
9,8,2,28.33,0
9,8,3,28.26,0
9,8,4,28.19,0
9,8,5,28.09,0
9,8,6,28.19,86.67
9,8,7,28.53,309.44
9,8,8,29.03,538.06
9,8,9,29.44,724.01
9,8,10,29.65,855.34
9,8,11,29.93,904.76
9,8,12,30.26,897.12
9,8,13,30.4,819.26
9,8,14,30.3,710.38
9,8,15,30.02,494.09
9,8,16,29.55,267.08
9,8,17,28.9,59.97
9,8,18,28.55,0
9,8,19,28.55,0
9,8,20,28.56,0
9,8,21,28.55,0
9,8,22,28.5,0
9,8,23,28.39,0
9,9,0,28.29,0
9,9,1,28.18,0
9,9,2,28.06,0
9,9,3,27.92,0
9,9,4,27.81,0
9,9,5,27.73,0
9,9,6,27.89,88.98
9,9,7,28.43,309.12
9,9,8,29.14,543.35
9,9,9,29.94,712.48
9,9,10,30.82,801.09
9,9,11,31.38,822.17
9,9,12,31.6,791.38
9,9,13,31.18,690.16
9,9,14,30.65,466.11
9,9,15,30.01,303.48
9,9,16,29.35,107.29
9,9,17,28.8,34.69
9,9,18,28.42,0
9,9,19,28.24,0
9,9,20,28.04,0
9,9,21,27.82,0
9,9,22,27.68,0
9,9,23,27.63,0
9,10,0,27.61,0
9,10,1,27.59,0
9,10,2,27.56,0
9,10,3,27.52,0
9,10,4,27.39,0
9,10,5,27.26,0
9,10,6,27.2,45.83
9,10,7,27.36,174.52
9,10,8,27.88,368.77
9,10,9,29.01,525.98
9,10,10,30.17,799.31
9,10,11,30.87,720.28
9,10,12,31.25,696.41
9,10,13,31.26,544.34
9,10,14,30.8,479.45
9,10,15,30.02,298.89
9,10,16,29.14,168.62
9,10,17,28.44,36.99
9,10,18,28.12,0
9,10,19,28.05,0
9,10,20,28,0
9,10,21,27.98,0
9,10,22,27.96,0
9,10,23,27.9,0
9,11,0,27.9,0
9,11,1,27.9,0
9,11,2,27.87,0
9,11,3,27.83,0
9,11,4,27.68,0
9,11,5,27.62,0
9,11,6,28.05,86.53
9,11,7,29.12,287.58
9,11,8,30.01,511.65
9,11,9,30.68,667.99
9,11,10,31.52,812.11
9,11,11,32.26,917.05
9,11,12,32.67,904.16
9,11,13,32.73,769.7
9,11,14,32.27,660.87
9,11,15,31.32,490.19
9,11,16,30.46,263.34
9,11,17,29.55,54.48
9,11,18,28.84,0
9,11,19,28.61,0
9,11,20,28.45,0
9,11,21,28.37,0
9,11,22,28.3,0
9,11,23,28.26,0
9,12,0,28.25,0
9,12,1,28.23,0
9,12,2,28.22,0
9,12,3,28.2,0
9,12,4,28.11,0
9,12,5,27.99,0
9,12,6,28.03,51.96
9,12,7,28.51,186.56
9,12,8,29.27,364.96
9,12,9,29.94,543.42
9,12,10,30.63,738.33
9,12,11,31.08,822.95
9,12,12,31.23,772.28
9,12,13,31.1,819.95
9,12,14,30.73,689.64
9,12,15,30.19,495.34
9,12,16,29.51,258.98
9,12,17,28.81,51.48
9,12,18,28.42,0
9,12,19,28.35,0
9,12,20,28.3,0
9,12,21,28.26,0
9,12,22,28.18,0
9,12,23,28.02,0
9,13,0,27.84,0
9,13,1,27.71,0
9,13,2,27.63,0
9,13,3,27.6,0
9,13,4,27.65,0
9,13,5,27.74,0
9,13,6,27.9,54.39
9,13,7,28.24,198.96
9,13,8,28.69,343.73
9,13,9,29.23,510.26
9,13,10,29.82,671.85
9,13,11,30.42,796.97
9,13,12,30.84,810.3
9,13,13,30.97,773.26
9,13,14,30.74,617.09
9,13,15,30.29,380.88
9,13,16,29.63,171.84
9,13,17,28.97,38.29
9,13,18,28.57,0
9,13,19,28.47,0
9,13,20,28.4,0
9,13,21,28.38,0
9,13,22,28.33,0
9,13,23,28.29,0
9,14,0,28.26,0
9,14,1,28.27,0
9,14,2,28.3,0
9,14,3,28.33,0
9,14,4,28.33,0
9,14,5,28.33,0
9,14,6,28.42,101.59
9,14,7,28.79,300.28
9,14,8,29.39,530.29
9,14,9,30.02,720.77
9,14,10,30.49,864.73
9,14,11,30.89,929.23
9,14,12,31.07,903.8
9,14,13,31.1,819.99
9,14,14,30.87,599.63
9,14,15,30.47,320.23
9,14,16,29.89,153.5
9,14,17,29.26,31.96
9,14,18,28.91,0
9,14,19,28.89,0
9,14,20,28.87,0
9,14,21,28.9,0
9,14,22,28.88,0
9,14,23,28.88,0
9,15,0,28.87,0
9,15,1,28.85,0
9,15,2,28.84,0
9,15,3,28.83,0
9,15,4,28.76,0
9,15,5,28.58,0
9,15,6,28.62,75.95
9,15,7,28.9,278.51
9,15,8,29.11,501.23
9,15,9,29.53,643.48
9,15,10,29.92,793.34
9,15,11,30.27,858.14
9,15,12,30.59,782.38
9,15,13,30.76,675.05
9,15,14,30.68,273.31
9,15,15,30.71,72.02
9,15,16,30.7,32.34
9,15,17,29.58,18.51
9,15,18,28.6,0
9,15,19,28.41,0
9,15,20,28.37,0
9,15,21,28.39,0
9,15,22,28.37,0
9,15,23,28.25,0
9,16,0,28.11,0
9,16,1,28.08,0
9,16,2,28.31,0
9,16,3,28.57,0
9,16,4,28.38,0
9,16,5,27.94,0
9,16,6,27.9,86.67
9,16,7,28.26,291.35
9,16,8,30.15,507.92
9,16,9,30.86,641.84
9,16,10,31.46,838.85
9,16,11,32.15,903.29
9,16,12,32.37,861.87
9,16,13,32.02,733.4
9,16,14,31.37,615.68
9,16,15,30.61,404.49
9,16,16,29.88,193.41
9,16,17,29.26,44.55
9,16,18,28.89,0
9,16,19,28.83,0
9,16,20,28.87,0
9,16,21,28.91,0
9,16,22,28.84,0
9,16,23,28.68,0
9,17,0,28.51,0
9,17,1,28.44,0
9,17,2,28.43,0
9,17,3,28.37,0
9,17,4,28.23,0
9,17,5,28.09,0
9,17,6,28.08,81.12
9,17,7,28.64,271.22
9,17,8,29.14,498.51
9,17,9,30.02,686.24
9,17,10,30.71,803.3
9,17,11,31.21,807.7
9,17,12,31.48,721.2
9,17,13,31.26,534.77
9,17,14,30.81,227.48
9,17,15,30.37,91.88
9,17,16,29.7,40.27
9,17,17,28.94,17.51
9,17,18,28.43,0
9,17,19,28.33,0
9,17,20,28.28,0
9,17,21,28.26,0
9,17,22,28.29,0
9,17,23,28.3,0
9,18,0,28.3,0
9,18,1,28.33,0
9,18,2,28.36,0
9,18,3,28.33,0
9,18,4,28.25,0
9,18,5,28.11,0
9,18,6,28.29,83.74
9,18,7,28.9,265.66
9,18,8,30,475.85
9,18,9,30.58,678.69
9,18,10,30.9,786.54
9,18,11,31.15,826.29
9,18,12,31.22,706.91
9,18,13,31.4,573.97
9,18,14,31.38,332.17
9,18,15,31,68.65
9,18,16,30.69,32.16
9,18,17,29.52,16.27
9,18,18,28.68,0
9,18,19,28.47,0
9,18,20,28.38,0
9,18,21,28.32,0
9,18,22,28.26,0
9,18,23,28.23,0
9,19,0,28.22,0
9,19,1,28.14,0
9,19,2,28.11,0
9,19,3,28.48,0
9,19,4,28.57,0
9,19,5,28.36,0
9,19,6,28.34,87.87
9,19,7,29.12,314.44
9,19,8,30.55,547.93
9,19,9,31.69,724.95
9,19,10,31.29,880.93
9,19,11,31.38,913.07
9,19,12,31.66,888.14
9,19,13,31.68,762.92
9,19,14,31.44,622.74
9,19,15,31.14,416.04
9,19,16,30.87,208.2
9,19,17,29.92,39.23
9,19,18,29.21,0
9,19,19,29.14,0
9,19,20,29.12,0
9,19,21,29.15,0
9,19,22,29.17,0
9,19,23,29.07,0
9,20,0,28.9,0
9,20,1,28.77,0
9,20,2,28.82,0
9,20,3,28.87,0
9,20,4,28.78,0
9,20,5,28.55,0
9,20,6,28.56,95.31
9,20,7,29.3,314.7
9,20,8,30.23,558.72
9,20,9,30.76,764.42
9,20,10,31.31,889.77
9,20,11,31.95,927.2
9,20,12,32.24,890.07
9,20,13,31.87,722.98
9,20,14,31.33,660.86
9,20,15,30.67,417.91
9,20,16,29.94,207.88
9,20,17,29.3,34.43
9,20,18,28.9,0
9,20,19,28.85,0
9,20,20,28.85,0
9,20,21,28.88,0
9,20,22,28.85,0
9,20,23,28.76,0
9,21,0,28.65,0
9,21,1,28.51,0
9,21,2,28.33,0
9,21,3,28.2,0
9,21,4,28.1,0
9,21,5,28.01,0
9,21,6,28.2,106.43
9,21,7,28.73,337.55
9,21,8,29.62,573.95
9,21,9,30.62,760.18
9,21,10,31.44,894.64
9,21,11,31.9,938.92
9,21,12,31.89,919.38
9,21,13,31.51,783.95
9,21,14,30.94,687.25
9,21,15,30.4,403.5
9,21,16,29.7,162.19
9,21,17,29.07,35.93
9,21,18,28.73,0
9,21,19,28.63,0
9,21,20,28.65,0
9,21,21,28.68,0
9,21,22,28.7,0
9,21,23,28.69,0
9,22,0,28.65,0
9,22,1,28.59,0
9,22,2,28.5,0
9,22,3,28.38,0
9,22,4,28.3,0
9,22,5,28.23,0
9,22,6,28.38,104.77
9,22,7,28.94,344.12
9,22,8,29.62,580.43
9,22,9,30.42,772.94
9,22,10,31.1,891.55
9,22,11,31.68,946.88
9,22,12,32.21,881.1
9,22,13,32.32,821.3
9,22,14,31.85,691.05
9,22,15,31.27,479.97
9,22,16,30.51,245.23
9,22,17,29.74,39.74
9,22,18,29.23,0
9,22,19,29.1,0
9,22,20,29.05,0
9,22,21,29.06,0
9,22,22,29.01,0
9,22,23,28.95,0
9,23,0,28.87,0
9,23,1,28.8,0
9,23,2,28.69,0
9,23,3,28.62,0
9,23,4,28.59,0
9,23,5,28.58,0
9,23,6,28.7,93.69
9,23,7,28.95,235.02
9,23,8,29.4,397.43
9,23,9,29.9,490.97
9,23,10,30.52,613.39
9,23,11,31.08,695.39
9,23,12,31.44,760
9,23,13,31.58,646.71
9,23,14,31.38,505.7
9,23,15,30.87,287.92
9,23,16,30.23,111.44
9,23,17,29.4,30.34
9,23,18,28.9,0
9,23,19,28.78,0
9,23,20,28.68,0
9,23,21,28.62,0
9,23,22,28.61,0
9,23,23,28.55,0
9,24,0,28.46,0
9,24,1,28.38,0
9,24,2,28.35,0
9,24,3,28.33,0
9,24,4,28.33,0
9,24,5,28.29,0
9,24,6,28.34,89.12
9,24,7,28.63,268.68
9,24,8,29,529.34
9,24,9,29.48,684.16
9,24,10,29.73,782.2
9,24,11,29.88,761.86
9,24,12,30.01,759.54
9,24,13,30.11,705.93
9,24,14,30.08,561.34
9,24,15,29.93,298.02
9,24,16,29.97,163.63
9,24,17,29.16,24.84
9,24,18,28.58,0
9,24,19,28.29,0
9,24,20,28.22,0
9,24,21,28.15,0
9,24,22,28.15,0
9,24,23,28.21,0
9,25,0,28.15,0
9,25,1,28.11,0
9,25,2,28.29,0
9,25,3,28.63,0
9,25,4,28.88,0
9,25,5,28.93,0
9,25,6,28.8,71.13
9,25,7,29.33,241.44
9,25,8,30.26,445.42
9,25,9,30.97,728.08
9,25,10,31.72,777.23
9,25,11,32.33,817.77
9,25,12,32.84,847.63
9,25,13,33.2,806.42
9,25,14,33.07,620.3
9,25,15,32.62,371.65
9,25,16,31.57,167.84
9,25,17,30.23,30.84
9,25,18,29.65,0
9,25,19,29.33,0
9,25,20,28.73,0
9,25,21,28.19,0
9,25,22,27.87,0
9,25,23,27.83,0
9,26,0,27.91,0
9,26,1,28.11,0
